2260,0.700,1000,0.700,2021-07-29-12-21-14
2261,0.700,1000,0.700,2021-07-29-12-41-04
2262,0.700,1000,0.700,2021-07-29-13-01-12
2263,0.700,1000,0.700,2021-07-29-13-21-04
2264,0.700,1000,0.700,2021-07-29-13-41-10
2265,0.732,1000,0.700,2021-07-29-14-01-06
2266,0.734,1000,0.700,2021-07-29-14-21-10
2267,0.754,1000,0.700,2021-07-29-14-41-11
2268,0.755,1000,0.700,2021-07-29-15-01-01
2269,0.750,1000,0.700,2021-07-29-15-21-04
2270,0.789,1000,0.700,2021-07-29-15-41-06
2271,0.792,1000,0.700,2021-07-29-16-01-07
2621,1.094,1000,1.047,2021-08-06-12-41-14
2622,1.074,1000,1.047,2021-08-06-13-01-07
2623,1.111,1000,1.047,2021-08-06-13-21-10
2624,1.145,1000,1.047,2021-08-06-13-41-02
