3429,0.063,1000,0.058,2021-08-24-12-01-13
3430,0.058,1000,0.058,2021-08-24-12-21-07
3431,0.058,1000,0.058,2021-08-24-12-41-09
3432,0.064,1000,0.058,2021-08-24-13-01-04
3433,0.066,1000,0.058,2021-08-24-13-21-03
3434,0.067,1000,0.058,2021-08-24-13-41-14
3435,0.063,1000,0.058,2021-08-24-14-01-02
3436,0.058,1000,0.058,2021-08-24-14-21-08
3437,0.058,1000,0.058,2021-08-24-14-41-12
3438,0.060,1000,0.058,2021-08-24-15-01-14
3439,0.067,1000,0.058,2021-08-24-15-21-08
3440,0.068,1000,0.058,2021-08-24-15-41-07
3441,0.068,1000,0.058,2021-08-24-16-01-10
3442,0.068,1000,0.058,2021-08-24-16-21-15
3443,0.067,1000,0.058,2021-08-24-16-41-05
3444,0.060,1000,0.058,2021-08-24-17-01-07
3445,0.058,1000,0.058,2021-08-24-17-21-11
3446,0.058,1000,0.058,2021-08-24-17-41-10
3447,0.060,1000,0.058,2021-08-24-18-01-15
3448,0.058,1000,0.058,2021-08-24-18-21-14
3449,0.065,1000,0.058,2021-08-24-18-41-01
3450,0.069,1000,0.058,2021-08-24-19-01-02
3451,0.075,1000,0.058,2021-08-24-19-21-12
3520,0.068,1000,0.068,2021-08-26-12-21-12
3521,0.069,1000,0.068,2021-08-26-12-41-12
3522,0.074,1000,0.068,2021-08-26-13-01-15
3523,0.068,1000,0.068,2021-08-26-13-21-16
3524,0.068,1000,0.068,2021-08-26-13-41-07
3525,0.070,1000,0.068,2021-08-26-14-01-01
3526,0.077,1000,0.068,2021-08-26-14-21-06
3527,0.078,1000,0.068,2021-08-26-14-41-12
3528,0.085,1000,0.068,2021-08-26-15-01-08
3571,0.058,1000,0.058,2021-08-27-14-21-04
3572,0.058,1000,0.058,2021-08-27-14-41-02
3573,0.058,1000,0.058,2021-08-27-15-01-06
3574,0.061,1000,0.058,2021-08-27-15-21-14
3575,0.064,1000,0.058,2021-08-27-15-41-12
3576,0.070,1000,0.058,2021-08-27-16-01-09
3607,0.063,1000,0.061,2021-08-28-11-21-14
3608,0.070,1000,0.061,2021-08-28-11-41-15
3609,0.066,1000,0.061,2021-08-28-12-01-03
3610,0.061,1000,0.061,2021-08-28-12-21-16
3611,0.064,1000,0.061,2021-08-28-12-41-06
3612,0.066,1000,0.061,2021-08-28-13-01-01
3613,0.070,1000,0.061,2021-08-28-13-21-04
3614,0.076,1000,0.061,2021-08-28-13-41-08
3694,0.075,1000,0.070,2021-08-30-10-21-01
3695,0.079,1000,0.070,2021-08-30-10-41-03
3696,0.080,1000,0.070,2021-08-30-11-01-02
3697,0.084,1000,0.070,2021-08-30-11-21-02
3798,0.083,1000,0.083,2021-09-01-15-01-16
3799,0.083,1000,0.083,2021-09-01-15-21-02
3800,0.087,1000,0.083,2021-09-01-15-41-04
3801,0.093,1000,0.083,2021-09-01-16-01-04
3834,0.074,500,0.069,2021-09-02-12-01-10
3835,0.081,500,0.069,2021-09-02-12-21-10
3836,0.075,500,0.069,2021-09-02-12-41-14
3837,0.076,500,0.069,2021-09-02-13-01-13
3838,0.077,500,0.069,2021-09-02-13-21-04
3839,0.083,500,0.069,2021-09-02-13-41-04
