65,0.198,100,0.192,2021-06-10-15-58-39
66,0.199,100,0.192,2021-06-10-16-03-51
67,0.199,100,0.192,2021-06-10-16-29-49
68,0.198,100,0.192,2021-06-10-16-43-51
69,0.194,100,0.192,2021-06-10-17-04-54
70,0.200,100,0.192,2021-06-10-17-23-50
71,0.208,100,0.192,2021-06-10-17-43-50
72,0.212,100,0.192,2021-06-10-18-03-52
73,0.209,100,0.192,2021-06-10-18-23-44
1354,0.076,1000,0.076,2021-07-09-10-21-18
1355,0.080,1000,0.076,2021-07-09-10-41-14
1356,0.076,1000,0.076,2021-07-09-11-01-18
1357,0.076,1000,0.076,2021-07-09-11-21-11
1358,0.076,1000,0.076,2021-07-09-11-41-13
1359,0.076,1000,0.076,2021-07-09-12-01-04
1360,0.086,1000,0.076,2021-07-09-12-21-09
1361,0.082,1000,0.076,2021-07-09-12-41-15
1362,0.082,1000,0.076,2021-07-09-13-01-06
1363,0.076,1000,0.076,2021-07-09-13-21-21
1364,0.076,1000,0.076,2021-07-09-13-41-12
1365,0.076,1000,0.076,2021-07-09-14-01-15
1366,0.082,1000,0.076,2021-07-09-14-21-09
1367,0.076,1000,0.076,2021-07-09-14-41-14
1368,0.080,1000,0.076,2021-07-09-15-01-14
1369,0.086,1000,0.076,2021-07-09-15-21-11
1370,0.084,1000,0.076,2021-07-09-15-41-06
1371,0.081,1000,0.076,2021-07-09-16-01-10
1372,0.086,1000,0.076,2021-07-09-16-21-06
1373,0.090,1000,0.076,2021-07-09-16-41-13
1374,0.092,1000,0.076,2021-07-09-17-01-14
1582,0.057,1000,0.057,2021-07-14-11-21-14
1583,0.065,1000,0.057,2021-07-14-11-41-13
1584,0.057,1000,0.057,2021-07-14-12-01-12
1585,0.057,1000,0.057,2021-07-14-12-21-12
1586,0.057,1000,0.057,2021-07-14-12-41-06
1587,0.065,1000,0.057,2021-07-14-13-01-07
1588,0.063,1000,0.057,2021-07-14-13-21-03
1589,0.057,1000,0.057,2021-07-14-13-41-03
1590,0.060,1000,0.057,2021-07-14-14-01-15
1592,0.057,1000,0.057,2021-07-14-14-41-13
1593,0.067,1000,0.057,2021-07-14-15-01-11
1594,0.067,1000,0.057,2021-07-14-15-21-16
1595,0.075,1000,0.057,2021-07-14-15-41-16
1596,0.065,1000,0.057,2021-07-14-16-01-16
1597,0.069,1000,0.057,2021-07-14-16-21-15
1598,0.076,1000,0.057,2021-07-14-16-41-13
1599,0.071,1000,0.057,2021-07-14-17-01-09
1600,0.066,1000,0.057,2021-07-14-17-21-14
1601,0.057,1000,0.057,2021-07-14-17-41-13
1602,0.057,1000,0.057,2021-07-14-18-01-06
1603,0.057,1000,0.057,2021-07-14-18-21-15
1604,0.057,1000,0.057,2021-07-14-18-41-14
1605,0.062,1000,0.057,2021-07-14-19-01-15
1606,0.061,1000,0.057,2021-07-14-19-21-04
1607,0.065,1000,0.057,2021-07-14-19-41-09
1608,0.070,1000,0.057,2021-07-14-20-01-13
1609,0.070,1000,0.057,2021-07-14-20-21-15
1628,0.072,1000,0.065,2021-07-15-11-41-07
1629,0.071,1000,0.065,2021-07-15-12-01-16
1630,0.070,1000,0.065,2021-07-15-12-21-09
1631,0.075,1000,0.065,2021-07-15-12-41-12
1632,0.082,1000,0.065,2021-07-15-13-01-09
1633,0.078,1000,0.065,2021-07-15-13-21-02
1634,0.069,1000,0.065,2021-07-15-13-41-03
1635,0.067,1000,0.065,2021-07-15-14-01-06
1636,0.065,1000,0.065,2021-07-15-14-21-08
1637,0.075,1000,0.065,2021-07-15-14-41-08
1638,0.068,1000,0.065,2021-07-15-15-01-07
1639,0.076,1000,0.065,2021-07-15-15-21-05
1640,0.069,1000,0.065,2021-07-15-15-41-05
1641,0.065,1000,0.065,2021-07-15-16-01-14
1642,0.065,1000,0.065,2021-07-15-16-21-07
1643,0.065,1000,0.065,2021-07-15-16-41-04
1644,0.066,1000,0.065,2021-07-15-17-01-05
1645,0.069,1000,0.065,2021-07-15-17-21-10
1646,0.071,1000,0.065,2021-07-15-17-41-13
1647,0.071,1000,0.065,2021-07-15-18-01-14
1648,0.081,1000,0.065,2021-07-15-18-21-07
1649,0.086,1000,0.065,2021-07-15-18-41-02
1678,0.067,1000,0.058,2021-07-16-13-21-03
1679,0.062,1000,0.058,2021-07-16-13-41-14
1680,0.058,1000,0.058,2021-07-16-14-01-06
1681,0.065,1000,0.058,2021-07-16-14-21-13
1682,0.067,1000,0.058,2021-07-16-14-41-16
1683,0.065,1000,0.058,2021-07-16-15-01-06
1684,0.058,1000,0.058,2021-07-16-15-21-12
1685,0.058,1000,0.058,2021-07-16-15-41-10
1686,0.058,1000,0.058,2021-07-16-16-01-02
1687,0.058,1000,0.058,2021-07-16-16-21-11
1688,0.058,1000,0.058,2021-07-16-16-41-07
1689,0.058,1000,0.058,2021-07-16-17-01-05
1690,0.058,1000,0.058,2021-07-16-17-21-15
1691,0.058,1000,0.058,2021-07-16-17-41-07
1692,0.059,1000,0.058,2021-07-16-18-01-09
1693,0.066,1000,0.058,2021-07-16-18-21-07
1694,0.073,1000,0.058,2021-07-16-18-41-09
1694,0.073,1000,0.058,2021-07-16-18-47-27
1694,0.073,1000,0.058,2021-07-16-18-49-50
1712,0.060,1000,0.054,2021-07-17-09-41-16
1713,0.054,1000,0.054,2021-07-17-10-01-06
1714,0.054,1000,0.054,2021-07-17-10-21-12
1715,0.054,1000,0.054,2021-07-17-10-41-08
1716,0.054,1000,0.054,2021-07-17-11-01-13
1717,0.054,1000,0.054,2021-07-17-11-21-14
1718,0.054,1000,0.054,2021-07-17-11-41-01
1719,0.054,1000,0.054,2021-07-17-12-01-03
1720,0.054,1000,0.054,2021-07-17-12-21-02
1721,0.059,1000,0.054,2021-07-17-12-41-14
1722,0.064,1000,0.054,2021-07-17-13-01-16
1723,0.069,1000,0.054,2021-07-17-13-21-15
1724,0.072,1000,0.054,2021-07-17-13-41-13
1809,0.047,1000,0.046,2021-07-19-12-01-04
1810,0.046,1000,0.046,2021-07-19-12-21-06
1811,0.046,1000,0.046,2021-07-19-12-41-07
1812,0.046,1000,0.046,2021-07-19-13-01-09
1813,0.046,1000,0.046,2021-07-19-13-21-16
1814,0.046,1000,0.046,2021-07-19-13-41-07
1815,0.046,1000,0.046,2021-07-19-14-01-02
1816,0.046,1000,0.046,2021-07-19-14-21-06
1817,0.046,1000,0.046,2021-07-19-14-41-15
1818,0.049,1000,0.046,2021-07-19-15-01-14
1819,0.058,1000,0.046,2021-07-19-15-21-06
1820,0.065,1000,0.046,2021-07-19-15-41-10
1848,0.059,1000,0.059,2021-07-20-10-01-12
1849,0.060,1000,0.059,2021-07-20-10-21-03
1850,0.059,1000,0.059,2021-07-20-10-41-04
1851,0.066,1000,0.059,2021-07-20-11-01-04
1852,0.059,1000,0.059,2021-07-20-11-21-13
1853,0.059,1000,0.059,2021-07-20-11-41-04
1854,0.059,1000,0.059,2021-07-20-12-01-10
1855,0.059,1000,0.059,2021-07-20-12-21-04
1856,0.059,1000,0.059,2021-07-20-12-41-09
1857,0.059,1000,0.059,2021-07-20-13-01-01
1858,0.061,1000,0.059,2021-07-20-13-21-06
1859,0.071,1000,0.059,2021-07-20-13-41-09
1860,0.079,1000,0.059,2021-07-20-14-01-08
2032,0.050,1000,0.050,2021-07-24-11-21-10
2033,0.052,1000,0.050,2021-07-24-11-41-10
2034,0.050,1000,0.050,2021-07-24-12-01-07
2035,0.050,1000,0.050,2021-07-24-12-21-12
2036,0.058,1000,0.050,2021-07-24-12-41-13
2037,0.061,1000,0.050,2021-07-24-13-01-13
2038,0.062,1000,0.050,2021-07-24-13-21-15
