4098,0.886,1000,0.786,2021-09-08-10-01-10
4099,0.980,1000,0.786,2021-09-08-10-21-10
4100,0.942,1000,0.786,2021-09-08-10-41-03
4101,0.934,1000,0.786,2021-09-08-11-01-03
4102,0.925,1000,0.786,2021-09-08-11-21-03
4103,0.825,1000,0.786,2021-09-08-11-41-10
4104,0.786,1000,0.786,2021-09-08-12-01-12
4105,0.786,1000,0.786,2021-09-08-12-21-09
4106,0.852,1000,0.786,2021-09-08-12-41-12
4107,0.815,1000,0.786,2021-09-08-13-01-08
4108,0.840,1000,0.786,2021-09-08-13-21-10
4109,0.838,1000,0.786,2021-09-08-13-41-07
4110,0.818,1000,0.786,2021-09-08-14-01-15
4111,0.786,1000,0.786,2021-09-08-14-21-09
4112,0.786,1000,0.786,2021-09-08-14-41-10
4113,0.804,1000,0.786,2021-09-08-15-01-05
4114,0.786,1000,0.786,2021-09-08-15-21-04
4115,0.861,1000,0.786,2021-09-08-15-41-02
4116,0.905,1000,0.786,2021-09-08-16-01-02
4117,0.952,1000,0.786,2021-09-08-16-21-05
4118,0.923,1000,0.786,2021-09-08-16-41-01
4119,1.004,1000,0.786,2021-09-08-17-01-11
4126,0.837,1000,0.786,2021-09-08-19-21-16
4127,0.791,1000,0.786,2021-09-08-19-41-11
4128,0.831,1000,0.786,2021-09-08-20-01-12
4129,0.879,1000,0.786,2021-09-08-20-21-08
4130,0.913,1000,0.786,2021-09-08-20-41-02
4131,0.911,1000,0.786,2021-09-08-21-01-02
4132,1.006,1000,0.786,2021-09-08-21-21-16
4141,0.773,1000,0.786,2021-09-09-09-21-14
4237,0.535,1000,0.463,2021-09-11-11-21-06
4238,0.565,1000,0.463,2021-09-11-11-41-05
4249,0.480,1000,0.463,2021-09-11-15-21-13
4250,0.463,1000,0.463,2021-09-11-15-41-16
4251,0.526,1000,0.463,2021-09-11-16-01-13
4252,0.482,1000,0.463,2021-09-11-16-21-11
4253,0.463,1000,0.463,2021-09-11-16-41-03
4254,0.553,1000,0.463,2021-09-11-17-01-09
4255,0.463,1000,0.463,2021-09-11-17-21-14
4256,0.465,1000,0.463,2021-09-11-17-41-03
4257,0.463,1000,0.463,2021-09-11-18-01-12
4258,0.530,1000,0.463,2021-09-11-18-21-05
4259,0.565,1000,0.463,2021-09-11-18-41-05
4325,0.432,1000,0.432,2021-09-13-10-41-04
4326,0.432,1000,0.432,2021-09-13-11-01-08
4327,0.527,1000,0.432,2021-09-13-11-21-07
4328,0.571,1000,0.432,2021-09-13-11-41-09
4329,0.613,1000,0.432,2021-09-13-12-01-17
4330,0.622,1000,0.432,2021-09-13-12-21-08
4371,0.381,1000,0.331,2021-09-14-11-01-02
4372,0.349,1000,0.331,2021-09-14-11-21-05
4373,0.356,1000,0.331,2021-09-14-11-41-16
4374,0.404,1000,0.331,2021-09-14-12-01-10
4375,0.399,1000,0.331,2021-09-14-12-21-15
4376,0.360,1000,0.331,2021-09-14-12-41-09
4377,0.331,1000,0.331,2021-09-14-13-01-15
4378,0.415,1000,0.331,2021-09-14-13-21-09
4379,0.396,1000,0.331,2021-09-14-13-41-14
4380,0.331,1000,0.331,2021-09-14-14-01-06
4381,0.383,1000,0.331,2021-09-14-14-21-02
4382,0.331,1000,0.331,2021-09-14-14-41-14
4383,0.331,1000,0.331,2021-09-14-15-01-13
4384,0.396,1000,0.331,2021-09-14-15-21-10
4385,0.331,1000,0.331,2021-09-14-15-41-02
4386,0.430,1000,0.331,2021-09-14-16-01-12
4387,0.473,1000,0.331,2021-09-14-16-21-16
4388,0.452,1000,0.331,2021-09-14-16-41-13
4389,0.548,1000,0.331,2021-09-14-17-01-11
